市区町村コード,都道府県,市区町村,団体コード
01000,北海道,,010006
01100,北海道,札幌市,011002
01101,北海道,札幌市中央区,011011
01102,北海道,札幌市北区,011029
01103,北海道,札幌市東区,011037
01104,北海道,札幌市白石区,011045
01105,北海道,札幌市豊平区,011053
01106,北海道,札幌市南区,011061
01107,北海道,札幌市西区,011070
01108,北海道,札幌市厚別区,011088
01109,北海道,札幌市手稲区,011096
01110,北海道,札幌市清田区,011100
01202,北海道,函館市,012025
01203,北海道,小樽市,012033
01204,北海道,旭川市,012041
01205,北海道,室蘭市,012050
01206,北海道,釧路市,012068
01207,北海道,帯広市,012076
01208,北海道,北見市,012084
01209,北海道,夕張市,012092
01210,北海道,岩見沢市,012106
01211,北海道,網走市,012114
01212,北海道,留萌市,012122
01213,北海道,苫小牧市,012131
01214,北海道,稚内市,012149
01215,北海道,美唄市,012157
01216,北海道,芦別市,012165
01217,北海道,江別市,012173
01218,北海道,赤平市,012181
01219,北海道,紋別市,012190
01220,北海道,士別市,012203
01221,北海道,名寄市,012211
01222,北海道,三笠市,012220
01223,北海道,根室市,012238
01224,北海道,千歳市,012246
01225,北海道,滝川市,012254
01226,北海道,砂川市,012262
01227,北海道,歌志内市,012271
01228,北海道,深川市,012289
01229,北海道,富良野市,012297
01230,北海道,登別市,012301
01231,北海道,恵庭市,012319
01233,北海道,伊達市,012335
01234,北海道,北広島市,012343
01235,北海道,石狩市,012351
01236,北海道,北斗市,012360
01303,北海道,当別町,013030
01304,北海道,新篠津村,013048
01331,北海道,松前町,013315
01332,北海道,福島町,013323
01333,北海道,知内町,013331
01334,北海道,木古内町,013340
01337,北海道,七飯町,013374
01343,北海道,鹿部町,013439
01345,北海道,森町,013455
01346,北海道,八雲町,013463
01347,北海道,長万部町,013471
01361,北海道,江差町,013617
01362,北海道,上ノ国町,013625
01363,北海道,厚沢部町,013633
01364,北海道,乙部町,013641
01367,北海道,奥尻町,013676
01370,北海道,今金町,013706
01371,北海道,せたな町,013714
01391,北海道,島牧村,013919
01392,北海道,寿都町,013927
01393,北海道,黒松内町,013935
01394,北海道,蘭越町,013943
01395,北海道,ニセコ町,013951
01396,北海道,真狩村,013960
01397,北海道,留寿都村,013978
01398,北海道,喜茂別町,013986
01399,北海道,京極町,013994
01400,北海道,倶知安町,014001
01401,北海道,共和町,014010
01402,北海道,岩内町,014028
01403,北海道,泊村,014036
01404,北海道,神恵内村,014044
01405,北海道,積丹町,014052
01406,北海道,古平町,014061
01407,北海道,仁木町,014079
01408,北海道,余市町,014087
01409,北海道,赤井川村,014095
01423,北海道,南幌町,014231
01424,北海道,奈井江町,014249
01425,北海道,上砂川町,014257
01427,北海道,由仁町,014273
01428,北海道,長沼町,014281
01429,北海道,栗山町,014290
01430,北海道,月形町,014303
01431,北海道,浦臼町,014311
01432,北海道,新十津川町,014320
01433,北海道,妹背牛町,014338
01434,北海道,秩父別町,014346
01436,北海道,雨竜町,014362
01437,北海道,北竜町,014371
01438,北海道,沼田町,014389
01452,北海道,鷹栖町,014524
01453,北海道,東神楽町,014532
01454,北海道,当麻町,014541
01455,北海道,比布町,014559
01456,北海道,愛別町,014567
01457,北海道,上川町,014575
01458,北海道,東川町,014583
01459,北海道,美瑛町,014591
01460,北海道,上富良野町,014605
01461,北海道,中富良野町,014613
01462,北海道,南富良野町,014621
01463,北海道,占冠村,014630
01464,北海道,和寒町,014648
01465,北海道,剣淵町,014656
01468,北海道,下川町,014681
01469,北海道,美深町,014699
01470,北海道,音威子府村,014702
01471,北海道,中川町,014711
01472,北海道,幌加内町,014729
01481,北海道,増毛町,014818
01482,北海道,小平町,014826
01483,北海道,苫前町,014834
01484,北海道,羽幌町,014842
01485,北海道,初山別村,014851
01486,北海道,遠別町,014869
01487,北海道,天塩町,014877
01511,北海道,猿払村,015113
01512,北海道,浜頓別町,015121
01513,北海道,中頓別町,015130
01514,北海道,枝幸町,015148
01516,北海道,豊富町,015164
01517,北海道,礼文町,015172
01518,北海道,利尻町,015181
01519,北海道,利尻富士町,015199
01520,北海道,幌延町,015202
01543,北海道,美幌町,015431
01544,北海道,津別町,015440
01545,北海道,斜里町,015458
01546,北海道,清里町,015466
01547,北海道,小清水町,015474
01549,北海道,訓子府町,015491
01550,北海道,置戸町,015504
01552,北海道,佐呂間町,015521
01555,北海道,遠軽町,015555
01559,北海道,湧別町,015598
01560,北海道,滝上町,015601
01561,北海道,興部町,015610
01562,北海道,西興部村,015628
01563,北海道,雄武町,015636
01564,北海道,大空町,015644
01571,北海道,豊浦町,015717
01575,北海道,壮瞥町,015750
01578,北海道,白老町,015784
01581,北海道,厚真町,015814
01584,北海道,洞爺湖町,015849
01585,北海道,安平町,015857
01586,北海道,むかわ町,015865
01601,北海道,日高町,016012
01602,北海道,平取町,016021
01604,北海道,新冠町,016047
01607,北海道,浦河町,016071
01608,北海道,様似町,016080
01609,北海道,えりも町,016098
01610,北海道,新ひだか町,016101
01631,北海道,音更町,016314
01632,北海道,士幌町,016322
01633,北海道,上士幌町,016331
01634,北海道,鹿追町,016349
01635,北海道,新得町,016357
01636,北海道,清水町,016365
01637,北海道,芽室町,016373
01638,北海道,中札内村,016381
01639,北海道,更別村,016390
01641,北海道,大樹町,016411
01642,北海道,広尾町,016420
01643,北海道,幕別町,016438
01644,北海道,池田町,016446
01645,北海道,豊頃町,016454
01646,北海道,本別町,016462
01647,北海道,足寄町,016471
01648,北海道,陸別町,016489
01649,北海道,浦幌町,016497
01661,北海道,釧路町,016616
01662,北海道,厚岸町,016624
01663,北海道,浜中町,016632
01664,北海道,標茶町,016641
01665,北海道,弟子屈町,016659
01667,北海道,鶴居村,016675
01668,北海道,白糠町,016683
01691,北海道,別海町,016918
01692,北海道,中標津町,016926
01693,北海道,標津町,016934
01694,北海道,羅臼町,016942
01695,北海道,色丹村,016951
01696,北海道,泊村,016969
01697,北海道,留夜別村,016977
01698,北海道,留別村,016985
01699,北海道,紗那村,016993
01700,北海道,蘂取村,017001
02000,青森県,,020001
02201,青森県,青森市,022012
02202,青森県,弘前市,022021
02203,青森県,八戸市,022039
02204,青森県,黒石市,022047
02205,青森県,五所川原市,022055
02206,青森県,十和田市,022063
02207,青森県,三沢市,022071
02208,青森県,むつ市,022080
02209,青森県,つがる市,022098
02210,青森県,平川市,022101
02301,青森県,平内町,023019
02303,青森県,今別町,023035
02304,青森県,蓬田村,023043
02307,青森県,外ヶ浜町,023078
02321,青森県,鰺ヶ沢町,023213
02323,青森県,深浦町,023230
02343,青森県,西目屋村,023434
02361,青森県,藤崎町,023612
02362,青森県,大鰐町,023621
02367,青森県,田舎館村,023671
02381,青森県,板柳町,023817
02384,青森県,鶴田町,023841
02387,青森県,中泊町,023876
02401,青森県,野辺地町,024015
02402,青森県,七戸町,024023
02405,青森県,六戸町,024058
02406,青森県,横浜町,024066
02408,青森県,東北町,024082
02411,青森県,六ヶ所村,024112
02412,青森県,おいらせ町,024121
02423,青森県,大間町,024236
02424,青森県,東通村,024244
02425,青森県,風間浦村,024252
02426,青森県,佐井村,024261
02441,青森県,三戸町,024414
02442,青森県,五戸町,024422
02443,青森県,田子町,024431
02445,青森県,南部町,024457
02446,青森県,階上町,024465
02450,青森県,新郷村,024503
03000,岩手県,,030007
03201,岩手県,盛岡市,032018
03202,岩手県,宮古市,032026
03203,岩手県,大船渡市,032034
03205,岩手県,花巻市,032051
03206,岩手県,北上市,032069
03207,岩手県,久慈市,032077
03208,岩手県,遠野市,032085
03209,岩手県,一関市,032093
03210,岩手県,陸前高田市,032107
03211,岩手県,釜石市,032115
03213,岩手県,二戸市,032131
03214,岩手県,八幡平市,032140
03215,岩手県,奥州市,032158
03216,岩手県,滝沢市,032166
03301,岩手県,雫石町,033014
03302,岩手県,葛巻町,033022
03303,岩手県,岩手町,033031
03321,岩手県,紫波町,033219
03322,岩手県,矢巾町,033227
03366,岩手県,西和賀町,033669
03381,岩手県,金ケ崎町,033812
03402,岩手県,平泉町,034029
03441,岩手県,住田町,034410
03461,岩手県,大槌町,034614
03482,岩手県,山田町,034827
03483,岩手県,岩泉町,034835
03484,岩手県,田野畑村,034843
03485,岩手県,普代村,034851
03501,岩手県,軽米町,035017
03503,岩手県,野田村,035033
03506,岩手県,九戸村,035068
03507,岩手県,洋野町,035076
03524,岩手県,一戸町,035246
04000,宮城県,,040002
04100,宮城県,仙台市,041009
04101,宮城県,仙台市青葉区,041017
04102,宮城県,仙台市宮城野区,041025
04103,宮城県,仙台市若林区,041033
04104,宮城県,仙台市太白区,041041
04105,宮城県,仙台市泉区,041050
04202,宮城県,石巻市,042021
04203,宮城県,塩竈市,042030
04205,宮城県,気仙沼市,042056
04206,宮城県,白石市,042064
04207,宮城県,名取市,042072
04208,宮城県,角田市,042081
04209,宮城県,多賀城市,042099
04211,宮城県,岩沼市,042111
04212,宮城県,登米市,042129
04213,宮城県,栗原市,042137
04214,宮城県,東松島市,042145
04215,宮城県,大崎市,042153
